gene_index	gene_id	gene_symbol
22147	ENSG00000257386	AC025257.1
22148	ENSG00000257434	AC073525.1
22149	ENSG00000166006	KCNC2
22150	ENSG00000254451	AC091534.1
22151	ENSG00000180881	CAPS2
22152	ENSG00000273987	AC121761.2
22153	ENSG00000173401	GLIPR1L1
22154	ENSG00000180481	GLIPR1L2
22155	ENSG00000139278	GLIPR1
22156	ENSG00000257497	AC121761.1
22157	ENSG00000111615	KRR1
22158	ENSG00000258077	AC078923.1
22159	ENSG00000286259	AC078820.2
22160	ENSG00000258088	AC078820.1
22161	ENSG00000257329	AC011611.2
22162	ENSG00000139289	PHLDA1
22163	ENSG00000257453	AC011611.3
22164	ENSG00000257839	AC011611.4
22165	ENSG00000187109	NAP1L1
22166	ENSG00000257219	LNCOG
22167	ENSG00000179941	BBS10
22168	ENSG00000091039	OSBPL8
22169	ENSG00000257526	AC107032.2
22170	ENSG00000287030	AC107032.3
22171	ENSG00000186908	ZDHHC17
22172	ENSG00000175183	CSRP2
22173	ENSG00000257910	AC124784.1
22174	ENSG00000165891	E2F7
22175	ENSG00000286476	AC079030.1
22176	ENSG00000257677	LINC02464
22177	ENSG00000067798	NAV3
22178	ENSG00000257835	AC073591.1
22179	ENSG00000258066	AC138331.1
22180	ENSG00000258225	AC073571.1
22181	ENSG00000258220	LINC02424
22182	ENSG00000258084	AC128707.1
22183	ENSG00000257879	AC130415.1
22184	ENSG00000257165	AC079362.1
22185	ENSG00000257948	AC068993.2
22186	ENSG00000067715	SYT1
22187	ENSG00000257191	AC090709.1
22188	ENSG00000257894	AC027288.3
22189	ENSG00000257474	AC027288.1
22190	ENSG00000177425	PAWR
22191	ENSG00000258048	AC073569.2
22192	ENSG00000058272	PPP1R12A
22193	ENSG00000277130	AC073569.3
22194	ENSG00000258044	AC073569.1
22195	ENSG00000257557	PPP1R12A-AS1
22196	ENSG00000165899	OTOGL
22197	ENSG00000139304	PTPRQ
22198	ENSG00000257429	AC074031.1
22199	ENSG00000111046	MYF6
22200	ENSG00000111049	MYF5
22201	ENSG00000257741	LINC01490
22202	ENSG00000111052	LIN7A
22203	ENSG00000111058	ACSS3
22204	ENSG00000258026	AC078955.1
22205	ENSG00000139220	PPFIA2
22206	ENSG00000257467	PPFIA2-AS1
22207	ENSG00000258162	AC069228.1
22208	ENSG00000257747	LINC02426
22209	ENSG00000133773	CCDC59
22210	ENSG00000127720	METTL25
22211	ENSG00000258170	AC089998.4
22212	ENSG00000257837	AC089998.2
22213	ENSG00000257431	AC089998.1
22214	ENSG00000286043	AC091214.1
22215	ENSG00000179104	TMTC2
22216	ENSG00000258338	AC090680.1
22217	ENSG00000257124	AC093025.1
22218	ENSG00000285191	AC090679.3
22219	ENSG00000257729	AC090679.2
22220	ENSG00000072041	SLC6A15
22221	ENSG00000231738	TSPAN19
22222	ENSG00000133640	LRRIQ1
22223	ENSG00000180318	ALX1
22224	ENSG00000258815	LINC02820
22225	ENSG00000198774	RASSF9
22226	ENSG00000133636	NTS
22227	ENSG00000182050	MGAT4C
22228	ENSG00000258178	AC016993.1
22229	ENSG00000258185	AC010196.1
22230	ENSG00000257912	LINC02258
22231	ENSG00000257940	AC079598.1
22232	ENSG00000165805	C12orf50
22233	ENSG00000133641	C12orf29
22234	ENSG00000198707	CEP290
22235	ENSG00000139324	TMTC3
22236	ENSG00000049130	KITLG
22237	ENSG00000281333	AC024941.2
22238	ENSG00000278011	AC024941.1
22239	ENSG00000246363	LINC02458
22240	ENSG00000139318	DUSP6
22241	ENSG00000274021	AC024909.1
22242	ENSG00000286608	AC010201.3
22243	ENSG00000271327	AC010201.2
22244	ENSG00000271259	AC010201.1
22245	ENSG00000139323	POC1B
22246	ENSG00000257594	GALNT4
22247	ENSG00000270344	POC1B-AS1
22248	ENSG00000258302	AC025034.1
22249	ENSG00000070961	ATP2B1
22250	ENSG00000271614	ATP2B1-AS1
22251	ENSG00000258216	AC009522.1
22252	ENSG00000257725	LINC02399
22253	ENSG00000257194	AC126178.1
22254	ENSG00000258183	LINC02392
22255	ENSG00000286021	LINC02822
22256	ENSG00000257995	AC084365.1
22257	ENSG00000288102	AC112481.2
22258	ENSG00000257787	AC112481.1
22259	ENSG00000197651	CCER1
22260	ENSG00000196243	LINC00615
22261	ENSG00000083782	EPYC
22262	ENSG00000139330	KERA
22263	ENSG00000139329	LUM
22264	ENSG00000011465	DCN
22265	ENSG00000258100	LINC02823
22266	ENSG00000286049	AC090016.1
22267	ENSG00000277738	AC126175.2
22268	ENSG00000258125	AC025254.1
22269	ENSG00000257893	LINC02404
22270	ENSG00000257863	AC090049.1
22271	ENSG00000257242	LINC01619
22272	ENSG00000286907	AC123512.1
22273	ENSG00000287714	AC025164.2
22274	ENSG00000133639	BTG1
22275	ENSG00000245904	AC025164.1
22276	ENSG00000277851	LINC02391
22277	ENSG00000205057	CLLU1OS
22278	ENSG00000257127	CLLU1
22279	ENSG00000205056	LINC02397
22280	ENSG00000187510	C12orf74
22281	ENSG00000102189	EEA1
22282	ENSG00000257345	LINC02413
22283	ENSG00000257322	AC138123.1
22284	ENSG00000257746	AC138123.2
22285	ENSG00000258171	LINC02412
22286	ENSG00000257252	AC124947.1
22287	ENSG00000173598	NUDT4
22288	ENSG00000177889	UBE2N
22289	ENSG00000198015	MRPL42
22290	ENSG00000246985	SOCS2-AS1
22291	ENSG00000120833	SOCS2
22292	ENSG00000169372	CRADD
22293	ENSG00000258274	AC012085.2
22294	ENSG00000258303	AC012464.2
22295	ENSG00000257283	AC012464.1
22296	ENSG00000271382	AC012464.3
22297	ENSG00000136040	PLXNC1
22298	ENSG00000258035	AC123567.2
22299	ENSG00000287237	AC073655.3
22300	ENSG00000258172	AC073655.1
22301	ENSG00000258365	AC073655.2
22302	ENSG00000173588	CEP83
22303	ENSG00000278916	CEP83-DT
22304	ENSG00000257400	AC023161.1
22305	ENSG00000057704	TMCC3
22306	ENSG00000184752	NDUFA12
22307	ENSG00000120798	NR2C1
22308	ENSG00000180263	FGD6
22309	ENSG00000028203	VEZT
22310	ENSG00000258313	AC084879.2
22311	ENSG00000111142	METAP2
22312	ENSG00000136014	USP44
22313	ENSG00000074527	NTN4
22314	ENSG00000258343	AC090001.1
22315	ENSG00000258292	LINC02410
22316	ENSG00000139343	SNRPF
22317	ENSG00000165972	CCDC38
22318	ENSG00000139344	AMDHD1
22319	ENSG00000084110	HAL
22320	ENSG00000257878	AC007298.2
22321	ENSG00000111144	LTA4H
22322	ENSG00000257715	AC007298.1
22323	ENSG00000283422	LINC02452
22324	ENSG00000111145	ELK3
22325	ENSG00000258177	AC008149.1
22326	ENSG00000287454	AC008149.2
22327	ENSG00000059758	CDK17
22328	ENSG00000258272	AC007513.1
22329	ENSG00000188596	CFAP54
22330	ENSG00000139350	NEDD1
22331	ENSG00000258131	AC007656.2
22332	ENSG00000257470	AC007656.1
22333	ENSG00000286434	AC007656.4
22334	ENSG00000257920	LINC02409
22335	ENSG00000255794	RMST
22336	ENSG00000258312	AC016152.1
22337	ENSG00000286056	AC008055.2
22338	ENSG00000245017	LINC02453
22339	ENSG00000257167	TMPO-AS1
22340	ENSG00000120802	TMPO
22341	ENSG00000075415	SLC25A3
22342	ENSG00000166130	IKBIP
22343	ENSG00000120868	APAF1
22344	ENSG00000185046	ANKS1B
22345	ENSG00000257458	AC069437.1
22346	ENSG00000258039	AC117377.1
22347	ENSG00000180219	FAM71C
22348	ENSG00000287675	AC078916.1
22349	ENSG00000111647	UHRF1BP1L
22350	ENSG00000257696	AC010203.2
22351	ENSG00000075089	ACTR6
22352	ENSG00000166153	DEPDC4
22353	ENSG00000136021	SCYL2
22354	ENSG00000179520	SLC17A8
22355	ENSG00000012504	NR1H4
22356	ENSG00000139354	GAS2L3
22357	ENSG00000151572	ANO4
22358	ENSG00000257325	AC138360.1
22359	ENSG00000258007	AC063947.1
22360	ENSG00000256870	SLC5A8
22361	ENSG00000120800	UTP20
22362	ENSG00000120805	ARL1
22363	ENSG00000257543	AC063948.1
22364	ENSG00000166211	SPIC
22365	ENSG00000196091	MYBPC1
22366	ENSG00000257514	AC117505.1
22367	ENSG00000274560	AC010205.1
22368	ENSG00000111666	CHPT1
22369	ENSG00000139351	SYCP3
22370	ENSG00000111670	GNPTAB
22371	ENSG00000136048	DRAM1
22372	ENSG00000257202	AC084398.2
22373	ENSG00000258308	AC079907.2
22374	ENSG00000120860	WASHC3
22375	ENSG00000257222	AC079907.1
22376	ENSG00000075188	NUP37
22377	ENSG00000185480	PARPBP
22378	ENSG00000183395	PMCH
22379	ENSG00000281344	HELLPAR
22380	ENSG00000283052	LINC02456
22381	ENSG00000017427	IGF1
22382	ENSG00000258169	LINC00485
22383	ENSG00000171759	PAH
22384	ENSG00000282964	AC026108.1
22385	ENSG00000139352	ASCL1
22386	ENSG00000288092	AC026108.2
22387	ENSG00000257703	AC068643.1
22388	ENSG00000257860	AC068643.2
22389	ENSG00000179088	C12orf42
22390	ENSG00000286197	AC084364.3
22391	ENSG00000257762	LINC02401
22392	ENSG00000136011	STAB2
22393	ENSG00000257737	AC025265.2
22394	ENSG00000257766	AC025265.3
22395	ENSG00000257681	AC025265.1
22396	ENSG00000111696	NT5DC3
22397	ENSG00000257754	AC012555.2
22398	ENSG00000257327	AC012555.1
22399	ENSG00000166598	HSP90B1
22400	ENSG00000204954	C12orf73
22401	ENSG00000139372	TDG
22402	ENSG00000120820	GLT8D2
22403	ENSG00000111727	HCFC2
22404	ENSG00000120837	NFYB
22405	ENSG00000257193	LINC02385
22406	ENSG00000286258	AC089983.2
22407	ENSG00000198431	TXNRD1
22408	ENSG00000257732	AC089983.1
22409	ENSG00000255150	EID3
22410	ENSG00000171310	CHST11
22411	ENSG00000136052	SLC41A2
22412	ENSG00000286410	AC089985.1
22413	ENSG00000151131	C12orf45
22414	ENSG00000136010	ALDH1L2
22415	ENSG00000136051	WASHC4
22416	ENSG00000136044	APPL2
22417	ENSG00000235162	C12orf75
22418	ENSG00000286903	AC078874.1
22419	ENSG00000257642	AC011313.1
22420	ENSG00000286520	AC079851.1
22421	ENSG00000257859	CASC18
22422	ENSG00000257890	AC011595.2
22423	ENSG00000074590	NUAK1
22424	ENSG00000257438	AC011595.1
22425	ENSG00000136026	CKAP4
22426	ENSG00000258355	AC079174.1
22427	ENSG00000277715	AC079174.2
22428	ENSG00000166046	TCP11L2
22429	ENSG00000013503	POLR3B
22430	ENSG00000257545	AC079385.1
22431	ENSG00000111783	RFX4
22432	ENSG00000257711	AC079385.2
22433	ENSG00000257918	AC079385.3
22434	ENSG00000111785	RIC8B
22435	ENSG00000287957	AC007695.1
22436	ENSG00000260329	AC007541.1
22437	ENSG00000151135	TMEM263
22438	ENSG00000120832	MTERF2
22439	ENSG00000008405	CRY1
22440	ENSG00000257548	AC078929.1
22441	ENSG00000286678	AC007649.1
22442	ENSG00000151136	BTBD11
22443	ENSG00000257579	AC007540.1
22444	ENSG00000136045	PWP1
22445	ENSG00000110851	PRDM4
22446	ENSG00000258136	AC007622.2
22447	ENSG00000187855	ASCL4
22448	ENSG00000257398	AC126177.3
22449	ENSG00000075035	WSCD2
22450	ENSG00000174600	CMKLR1
22451	ENSG00000247213	LINC01498
22452	ENSG00000198855	FICD
22453	ENSG00000075856	SART3
22454	ENSG00000287202	AC008119.1
22455	ENSG00000136003	ISCU
22456	ENSG00000183160	TMEM119
22457	ENSG00000110876	SELPLG
22458	ENSG00000257221	AC007569.1
22459	ENSG00000110880	CORO1C
22460	ENSG00000084112	SSH1
22461	ENSG00000274598	AC087893.2
22462	ENSG00000110887	DAO
22463	ENSG00000166111	SVOP
22464	ENSG00000135093	USP30
22465	ENSG00000256262	USP30-AS1
22466	ENSG00000189046	ALKBH2
22467	ENSG00000076248	UNG
22468	ENSG00000256139	AC007637.1
22469	ENSG00000076555	ACACB
22470	ENSG00000139445	FOXN4
22471	ENSG00000174527	MYO1H
22472	ENSG00000256560	LINC01486
22473	ENSG00000255655	AC007570.1
22474	ENSG00000110906	KCTD10
22475	ENSG00000151148	UBE3B
22476	ENSG00000139428	MMAB
22477	ENSG00000110921	MVK
22478	ENSG00000139438	FAM222A
22479	ENSG00000255650	FAM222A-AS1
22480	ENSG00000111199	TRPV4
22481	ENSG00000139433	GLTP
22482	ENSG00000249094	AC007834.1
22483	ENSG00000139437	TCHP
22484	ENSG00000139436	GIT2
22485	ENSG00000277299	AC084876.1
22486	ENSG00000076513	ANKRD13A
22487	ENSG00000174456	C12orf76
22488	ENSG00000277595	AC007546.1
22489	ENSG00000122970	IFT81
22490	ENSG00000174437	ATP2A2
22491	ENSG00000196510	ANAPC7
22492	ENSG00000111229	ARPC3
22493	ENSG00000111231	GPN3
22494	ENSG00000204856	FAM216A
22495	ENSG00000111237	VPS29
22496	ENSG00000151164	RAD9B
22497	ENSG00000196850	PPTC7
22498	ENSG00000204852	TCTN1
22499	ENSG00000122986	HVCN1
22500	ENSG00000186298	PPP1CC
22501	ENSG00000257268	AC002375.1
22502	ENSG00000173093	CCDC63
22503	ENSG00000111245	MYL2
22504	ENSG00000185847	LINC01405
22505	ENSG00000258240	AC002351.1
22506	ENSG00000111249	CUX2
22507	ENSG00000198324	PHETA1
22508	ENSG00000257595	LINC02356
22509	ENSG00000111252	SH2B3
22510	ENSG00000204842	ATXN2
22511	ENSG00000258099	ATXN2-AS
22512	ENSG00000089234	BRAP
22513	ENSG00000111271	ACAD10
22514	ENSG00000111275	ALDH2
22515	ENSG00000234608	MAPKAPK5-AS1
22516	ENSG00000089022	MAPKAPK5
22517	ENSG00000198270	TMEM116
22518	ENSG00000089248	ERP29
22519	ENSG00000274227	AC073575.2
22520	ENSG00000111300	NAA25
22521	ENSG00000258323	AC073575.1
22522	ENSG00000135148	TRAFD1
22523	ENSG00000173064	HECTD4
22524	ENSG00000257494	AC004217.1
22525	ENSG00000089009	RPL6
22526	ENSG00000179295	PTPN11
22527	ENSG00000089169	RPH3A
22528	ENSG00000089127	OAS1
22529	ENSG00000257452	AC004551.1
22530	ENSG00000111331	OAS3
22531	ENSG00000111335	OAS2
22532	ENSG00000135144	DTX1
22533	ENSG00000111344	RASAL1
22534	ENSG00000186710	CFAP73
22535	ENSG00000123064	DDX54
22536	ENSG00000139405	RITA1
22537	ENSG00000257286	AC089999.1
22538	ENSG00000166578	IQCD
22539	ENSG00000186815	TPCN1
22540	ENSG00000277566	AC089999.2
22541	ENSG00000089060	SLC8B1
22542	ENSG00000151176	PLBD2
22543	ENSG00000135094	SDS
22544	ENSG00000139410	SDSL
22545	ENSG00000089116	LHX5
22546	ENSG00000257935	LHX5-AS1
22547	ENSG00000249550	LINC01234
22548	ENSG00000122965	RBM19
22549	ENSG00000287229	AC009731.1
22550	ENSG00000257359	AC073863.1
22551	ENSG00000257603	AC010183.1
22552	ENSG00000257997	AC010183.2
22553	ENSG00000257476	LINC02459
22554	ENSG00000089225	TBX5
22555	ENSG00000255399	TBX5-AS1
22556	ENSG00000258254	AC010177.1
22557	ENSG00000135111	TBX3
22558	ENSG00000257817	AC026765.3
22559	ENSG00000287982	AC026765.4
22560	ENSG00000257517	AC026765.2
22561	ENSG00000283459	AC009804.2
22562	ENSG00000257958	AC008125.1
22563	ENSG00000257519	AC078880.1
22564	ENSG00000271579	AC078880.3
22565	ENSG00000276308	AC078880.4
22566	ENSG00000276972	AC078880.5
22567	ENSG00000257726	AC078880.2
22568	ENSG00000258108	AC009803.2
22569	ENSG00000257407	AC009803.1
22570	ENSG00000257781	AC009387.1
22571	ENSG00000257683	LINC02463
22572	ENSG00000286991	AC012157.3
22573	ENSG00000123066	MED13L
22574	ENSG00000258034	AC012157.2
22575	ENSG00000258337	AC130895.1
22576	ENSG00000286354	AC079384.2
22577	ENSG00000258346	AC079384.1
22578	ENSG00000258018	LINC02457
22579	ENSG00000196668	LINC00173
22580	ENSG00000258102	MAP1LC3B2
22581	ENSG00000275898	AC125603.4
22582	ENSG00000258249	AC125603.3
22583	ENSG00000257883	AC125603.2
22584	ENSG00000257654	AC125603.1
22585	ENSG00000111412	C12orf49
22586	ENSG00000135119	RNFT2
22587	ENSG00000275467	AC083806.3
22588	ENSG00000135116	HRK
22589	ENSG00000174989	FBXW8
22590	ENSG00000274554	AC083806.2
22591	ENSG00000257279	AC127164.1
22592	ENSG00000277840	AC026368.1
22593	ENSG00000088992	TESC
22594	ENSG00000258285	TESC-AS1
22595	ENSG00000135108	FBXO21
22596	ENSG00000089250	NOS1
22597	ENSG00000255686	AC073864.1
22598	ENSG00000171435	KSR2
22599	ENSG00000256071	AC084291.1
22600	ENSG00000111445	RFC5
22601	ENSG00000277873	AC131159.2
22602	ENSG00000176871	WSB2
22603	ENSG00000276292	AC131159.1
22604	ENSG00000176834	VSIG10
22605	ENSG00000274859	AC131238.1
22606	ENSG00000089220	PEBP1
22607	ENSG00000135090	TAOK3
22608	ENSG00000270482	AC026367.1
22609	ENSG00000111707	SUDS3
22610	ENSG00000275759	AC026367.3
22611	ENSG00000275409	AC026367.2
22612	ENSG00000255714	LINC02460
22613	ENSG00000256750	LINC02423
22614	ENSG00000255618	LINC02440
22615	ENSG00000255814	LINC02439
22616	ENSG00000256149	AC087863.2
22617	ENSG00000139767	SRRM4
22618	ENSG00000286233	AC087885.1
22619	ENSG00000257095	AC084361.1
22620	ENSG00000256884	AC084880.4
22621	ENSG00000152137	HSPB8
22622	ENSG00000256609	AC084880.3
22623	ENSG00000256311	AC084880.2
22624	ENSG00000281196	LINC00934
22625	ENSG00000183273	CCDC60
22626	ENSG00000248636	AC002070.1
22627	ENSG00000224982	TMEM233
22628	ENSG00000111725	PRKAB1
22629	ENSG00000122966	CIT
22630	ENSG00000255692	AC002563.1
22631	ENSG00000135127	BICDL1
22632	ENSG00000111737	RAB35
22633	ENSG00000277283	AC004812.2
22634	ENSG00000089154	GCN1
22635	ENSG00000089157	RPLP0
22636	ENSG00000255857	PXN-AS1
22637	ENSG00000089159	PXN
22638	ENSG00000286067	AC004263.2
22639	ENSG00000275936	AC004263.1
22640	ENSG00000089163	SIRT4
22641	ENSG00000170890	PLA2G1B
22642	ENSG00000135097	MSI1
22643	ENSG00000256695	AC003982.1
22644	ENSG00000111775	COX6A1
22645	ENSG00000170855	TRIAP1
22646	ENSG00000257218	GATC
22647	ENSG00000111786	SRSF9
22648	ENSG00000088986	DYNLL1
22649	ENSG00000248008	NRAV
22650	ENSG00000278344	AC063943.1
22651	ENSG00000110871	COQ5
22652	ENSG00000022840	RNF10
22653	ENSG00000167272	POP5
22654	ENSG00000256008	AC125616.1
22655	ENSG00000157782	CABP1
22656	ENSG00000110917	MLEC
22657	ENSG00000256364	AC069234.2
22658	ENSG00000277423	AC069234.5
22659	ENSG00000276188	AC069234.4
22660	ENSG00000175970	UNC119B
22661	ENSG00000256569	AC069234.3
22662	ENSG00000122971	ACADS
22663	ENSG00000255946	AC069234.1
22664	ENSG00000157837	SPPL3
22665	ENSG00000286493	AC069214.1
22666	ENSG00000241388	HNF1A-AS1
22667	ENSG00000135100	HNF1A
22668	ENSG00000157895	C12orf43
22669	ENSG00000135114	OASL
22670	ENSG00000089041	P2RX7
22671	ENSG00000286248	AC069209.2
22672	ENSG00000274029	AC069209.1
22673	ENSG00000135124	P2RX4
22674	ENSG00000110931	CAMKK2
22675	ENSG00000089053	ANAPC5
22676	ENSG00000258435	AC048337.1
22677	ENSG00000170633	RNF34
22678	ENSG00000089094	KDM2B
22679	ENSG00000256742	KDM2B-DT
22680	ENSG00000276045	ORAI1
22681	ENSG00000139714	MORN3
22682	ENSG00000286586	AC084018.4
22683	ENSG00000188735	TMEM120B
22684	ENSG00000139725	RHOF
22685	ENSG00000212694	LINC01089
22686	ENSG00000272849	AC084018.1
22687	ENSG00000274292	AC084018.2
22688	ENSG00000139718	SETD1B
22689	ENSG00000158104	HPD
22690	ENSG00000256811	AC079360.1
22691	ENSG00000278084	AC069503.3
22692	ENSG00000287493	AC069503.4
22693	ENSG00000110801	PSMD9
22694	ENSG00000158023	WDR66
22695	ENSG00000255856	AC069503.1
22696	ENSG00000110987	BCL7A
22697	ENSG00000256546	AC156455.1
22698	ENSG00000175727	MLXIP
22699	ENSG00000158113	LRRC43
22700	ENSG00000204671	IL31
22701	ENSG00000176383	B3GNT4
22702	ENSG00000284934	AC048338.2
22703	ENSG00000184047	DIABLO
22704	ENSG00000139719	VPS33A
22705	ENSG00000130779	CLIP1
22706	ENSG00000257097	CLIP1-AS1
22707	ENSG00000033030	ZCCHC8
22708	ENSG00000275265	AC127002.2
22709	ENSG00000111011	RSRC2
22710	ENSG00000184445	KNTC1
22711	ENSG00000274191	AC026333.4
22712	ENSG00000256249	AC026333.3
22713	ENSG00000182782	HCAR2
22714	ENSG00000255398	HCAR3
22715	ENSG00000196917	HCAR1
22716	ENSG00000139726	DENR
22717	ENSG00000130783	CCDC62
22718	ENSG00000130787	HIP1R
22719	ENSG00000139722	VPS37B
22720	ENSG00000256152	AC027290.1
22721	ENSG00000150967	ABCB9
22722	ENSG00000111325	OGFOD2
22723	ENSG00000182196	ARL6IP4
22724	ENSG00000090975	PITPNM2
22725	ENSG00000251497	PITPNM2-AS1
22726	ENSG00000051825	MPHOSPH9
22727	ENSG00000130921	C12orf65
22728	ENSG00000111328	CDK2AP1
22729	ENSG00000269980	AC068768.1
22730	ENSG00000139697	SBNO1
22731	ENSG00000256092	SBNO1-AS1
22732	ENSG00000183955	KMT5A
22733	ENSG00000150977	RILPL2
22734	ENSG00000184209	SNRNP35
22735	ENSG00000188026	RILPL1
22736	ENSG00000274427	AC145423.2
22737	ENSG00000278112	AC145423.3
22738	ENSG00000247373	TMED2-DT
22739	ENSG00000086598	TMED2
22740	ENSG00000111364	DDX55
22741	ENSG00000111361	EIF2B1
22742	ENSG00000111358	GTF2H3
22743	ENSG00000168778	TCTN2
22744	ENSG00000255839	AC117503.1
22745	ENSG00000185344	ATP6V0A2
22746	ENSG00000286092	AC117503.5
22747	ENSG00000197653	DNAH10
22748	ENSG00000119242	CCDC92
22749	ENSG00000250091	DNAH10OS
22750	ENSG00000270130	AC068790.7
22751	ENSG00000270048	AC068790.4
22752	ENSG00000269997	AC068790.3
22753	ENSG00000269938	AC068790.2
22754	ENSG00000270061	AC068790.5
22755	ENSG00000270095	AC068790.6
22756	ENSG00000179195	ZNF664
22757	ENSG00000178882	RFLNA
22758	ENSG00000275389	AC068790.9
22759	ENSG00000256596	AC026358.1
22760	ENSG00000196498	NCOR2
22761	ENSG00000214650	AC073592.1
22762	ENSG00000073060	SCARB1
22763	ENSG00000287242	AC073593.2
22764	ENSG00000150991	UBC
22765	ENSG00000150990	DHX37
22766	ENSG00000184992	BRI3BP
22767	ENSG00000280634	THRIL
22768	ENSG00000081760	AACS
22769	ENSG00000256814	AC122688.2
22770	ENSG00000287240	AC122688.5
22771	ENSG00000139364	TMEM132B
22772	ENSG00000286209	AC005252.4
22773	ENSG00000249267	LINC00939
22774	ENSG00000275212	LINC02826
22775	ENSG00000284848	LINC02359
22776	ENSG00000286386	AC005888.1
22777	ENSG00000255595	AC007368.1
22778	ENSG00000256494	LINC02825
22779	ENSG00000214043	LINC02347
22780	ENSG00000256732	AC006065.4
22781	ENSG00000255944	AC006065.3
22782	ENSG00000255998	LINC02824
22783	ENSG00000189238	LINC00943
22784	ENSG00000256128	LINC00944
22785	ENSG00000249873	LINC02372
22786	ENSG00000256286	AC078878.2
22787	ENSG00000249345	LINC02405
22788	ENSG00000286016	AC079949.3
22789	ENSG00000256001	AC079949.1
22790	ENSG00000286791	AC079949.5
22791	ENSG00000278266	AC079949.2
22792	ENSG00000287339	AC079949.6
22793	ENSG00000256292	LINC02376
22794	ENSG00000256362	LINC02375
22795	ENSG00000287365	AC068787.4
22796	ENSG00000287112	AC068787.3
22797	ENSG00000286922	AC068787.2
22798	ENSG00000287622	AC068787.5
22799	ENSG00000255945	AC025252.1
22800	ENSG00000256022	LINC02411
22801	ENSG00000286662	AC025160.1
22802	ENSG00000256597	LINC02393
22803	ENSG00000256193	LINC00507
22804	ENSG00000256971	LINC00508
22805	ENSG00000256643	LINC02441
22806	ENSG00000287311	AC140121.1
22807	ENSG00000256551	LINC02369
22808	ENSG00000256659	LINC02368
22809	ENSG00000276487	AC061709.2
22810	ENSG00000181234	TMEM132C
22811	ENSG00000257025	AC023595.1
22812	ENSG00000139370	SLC15A4
22813	ENSG00000274695	AC108704.1
22814	ENSG00000151948	GLT1D1
22815	ENSG00000151952	TMEM132D
22816	ENSG00000249196	TMEM132D-AS1
22817	ENSG00000256699	TMEM132D-AS2
22818	ENSG00000256085	AC130404.1
22819	ENSG00000286246	AC130404.2
22820	ENSG00000256137	AC117373.1
22821	ENSG00000286394	AC117373.2
22822	ENSG00000251536	AC055717.1
22823	ENSG00000261650	AC055717.2
22824	ENSG00000214039	LINC02418
22825	ENSG00000256298	AC135388.1
22826	ENSG00000256906	LINC02419
22827	ENSG00000276122	AC026336.3
22828	ENSG00000250208	FZD10-AS1
22829	ENSG00000111432	FZD10
22830	ENSG00000259862	AC026336.2
22831	ENSG00000125207	PIWIL1
22832	ENSG00000060709	RIMBP2
22833	ENSG00000256064	AC063926.1
22834	ENSG00000256343	AC095350.1
22835	ENSG00000111450	STX2
22836	ENSG00000256250	AC073912.1
22837	ENSG00000256299	AC073912.2
22838	ENSG00000132341	RAN
22839	ENSG00000111452	ADGRD1
22840	ENSG00000256204	AC073862.1
22841	ENSG00000256151	ADGRD1-AS1
22842	ENSG00000256810	AC078925.1
22843	ENSG00000204603	LINC01257
22844	ENSG00000248703	LINC02415
22845	ENSG00000286462	AC092850.2
22846	ENSG00000230294	LINC02370
22847	ENSG00000287792	AC140118.2
22848	ENSG00000256484	AC140118.1
22849	ENSG00000275232	AC073578.2
22850	ENSG00000287136	AC073578.5
22851	ENSG00000256209	AC073578.1
22852	ENSG00000256258	AC117500.3
22853	ENSG00000256424	LINC02414
22854	ENSG00000287639	AC117500.6
22855	ENSG00000249926	AC117500.1
22856	ENSG00000061936	SFSWAP
22857	ENSG00000255933	AC117500.2
22858	ENSG00000198598	MMP17
22859	ENSG00000256955	AC131009.2
22860	ENSG00000177169	ULK1
22861	ENSG00000255992	AC131009.1
22862	ENSG00000177192	PUS1
22863	ENSG00000273568	AC131009.3
